"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Mean[9]","Est_Level2Mean[9]","se_Level2Mean[9]","LL_Level2Mean[9]","UL_Level2Mean[9]","cFlag_Level2Mean[9]","pFlag_Level2Mean[9]","Tru_Level2Mean[10]","Est_Level2Mean[10]","se_Level2Mean[10]","LL_Level2Mean[10]","UL_Level2Mean[10]","cFlag_Level2Mean[10]","pFlag_Level2Mean[10]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_Level2Sigma[9]","Est_Level2Sigma[9]","se_Level2Sigma[9]","LL_Level2Sigma[9]","UL_Level2Sigma[9]","cFlag_Level2Sigma[9]","pFlag_Level2Sigma[9]","Tru_Level2Sigma[10]","Est_Level2Sigma[10]","se_Level2Sigma[10]","LL_Level2Sigma[10]","UL_Level2Sigma[10]","cFlag_Level2Sigma[10]","pFlag_Level2Sigma[10]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
35,10,10.0506,0.0943,9.865,10.2375,1,1,3,3.018,0.0577,2.9051,3.1309,1,1,1,1.0044,0.0177,0.9699,1.0395,1,1,8,8.0017,0.0826,7.8413,8.165,1,1,2.5,2.6008,0.0484,2.5064,2.6969,0,1,0.8,0.8276,0.0162,0.7961,0.8593,1,1,0.3,0.3305,0.0128,0.3057,0.3559,0,1,0.2,0.2057,0.0121,0.1823,0.2294,1,1,-0.15,-0.1353,0.0116,-0.1581,-0.1123,1,1,-0.1,-0.1172,0.0117,-0.1401,-0.0943,1,1,2,1.9314,0.0668,1.8043,2.067,1,1,0.5,0.5401,0.0505,0.438,0.6374,1,1,0.2,0.2144,0.0134,0.189,0.2411,1,1,1.5,1.5885,0.0576,1.4806,1.7039,1,1,0.4,0.4679,0.0374,0.3943,0.5413,1,1,0.15,0.1621,0.0125,0.1371,0.1862,1,1,0.1,0.1188,0.0172,0.0834,0.1516,1,1,0.1,0.0785,0.0163,0.0489,0.1116,1,1,0.1,0.0924,0.0178,0.0588,0.127,1,1,0.1,0.0814,0.0168,0.0503,0.1156,1,1,1,1.0113,0.014,0.9842,1.0391,1,1,1,0.9962,0.0137,0.9697,1.0235,1,1,0.3,0.2954,0.01,0.2759,0.3148,1,1,0.3,0.2954,0.01,0.2759,0.3148,1,1
36,10,9.9794,0.0968,9.7902,10.1686,1,1,3,2.9512,0.0532,2.8496,3.0574,1,1,1,0.9839,0.0159,0.9535,1.0159,1,1,8,8.0615,0.0838,7.8995,8.226,1,1,2.5,2.5354,0.0472,2.4431,2.6276,1,1,0.8,0.8193,0.0157,0.7885,0.8497,1,1,0.3,0.2811,0.0131,0.2555,0.3069,1,1,0.2,0.1981,0.0125,0.1742,0.2229,1,1,-0.15,-0.1619,0.0117,-0.1853,-0.1391,1,1,-0.1,-0.0956,0.0116,-0.1184,-0.0731,1,1,2,2.0135,0.0688,1.8841,2.153,1,1,0.5,0.5417,0.0437,0.4559,0.6283,1,1,0.2,0.1868,0.0127,0.1623,0.2119,1,1,1.5,1.6197,0.058,1.5095,1.7372,0,1,0.4,0.4384,0.0348,0.3703,0.5072,1,1,0.15,0.1409,0.013,0.1153,0.1665,1,1,0.1,0.1234,0.0173,0.0885,0.1561,1,1,0.1,0.1138,0.0167,0.0799,0.1457,1,1,0.1,0.0871,0.0177,0.0539,0.1218,1,1,0.1,0.0709,0.0153,0.0438,0.1027,1,1,1,0.9994,0.0138,0.9726,1.0272,1,1,1,1.0143,0.014,0.9871,1.0418,1,1,0.3,0.3117,0.0101,0.2921,0.3316,1,1,0.3,0.3117,0.0101,0.2921,0.3316,1,1
37,10,9.9929,0.0989,9.7989,10.1846,1,1,3,2.9529,0.0536,2.8505,3.0609,1,1,1,0.9895,0.0168,0.9568,1.0228,1,1,8,7.9484,0.0833,7.7851,8.1134,1,1,2.5,2.571,0.046,2.4831,2.6629,1,1,0.8,0.8121,0.0158,0.7811,0.8429,1,1,0.3,0.3007,0.0118,0.2774,0.3241,1,1,0.2,0.195,0.0127,0.1701,0.2198,1,1,-0.15,-0.1467,0.0119,-0.1701,-0.1234,1,1,-0.1,-0.1124,0.012,-0.1357,-0.0889,1,1,2,2.0477,0.0709,1.9149,2.1912,1,1,0.5,0.5247,0.0442,0.4382,0.6112,1,1,0.2,0.2024,0.0125,0.1781,0.2272,1,1,1.5,1.56,0.0572,1.4519,1.6762,1,1,0.4,0.4343,0.0373,0.3622,0.5071,1,1,0.15,0.1578,0.0126,0.133,0.1828,1,1,0.1,0.0728,0.0152,0.046,0.104,1,1,0.1,0.1199,0.0176,0.0845,0.1532,1,1,0.1,0.1099,0.0178,0.074,0.1439,1,1,0.1,0.1059,0.0184,0.0683,0.1404,1,1,1,0.9943,0.0138,0.9676,1.0216,1,1,1,0.9782,0.0136,0.952,1.0051,1,1,0.3,0.2899,0.0098,0.2709,0.3092,1,1,0.3,0.2899,0.0098,0.2709,0.3092,1,1
38,10,10.0011,0.0923,9.8194,10.1812,1,1,3,3.0223,0.0553,2.9176,3.1349,1,1,1,1.0205,0.0163,0.9894,1.0533,1,1,8,7.9732,0.0752,7.8268,8.1223,1,1,2.5,2.5264,0.044,2.4432,2.6149,1,1,0.8,0.806,0.0148,0.7772,0.8355,1,1,0.3,0.3066,0.0122,0.2832,0.331,1,1,0.2,0.192,0.0125,0.1674,0.2167,1,1,-0.15,-0.1596,0.0117,-0.1827,-0.1368,1,1,-0.1,-0.1023,0.0114,-0.1247,-0.08,1,1,2,1.9517,0.0661,1.8276,2.0869,1,1,0.5,0.5339,0.0461,0.4424,0.6246,1,1,0.2,0.1854,0.0126,0.1613,0.2103,1,1,1.5,1.3913,0.0514,1.2926,1.495,0,1,0.4,0.4344,0.0341,0.3698,0.504,1,1,0.15,0.1439,0.0122,0.12,0.168,1,1,0.1,0.0814,0.0165,0.0512,0.1142,1,1,0.1,0.1058,0.0185,0.0688,0.1416,1,1,0.1,0.0805,0.0172,0.0491,0.1153,1,1,0.1,0.0684,0.0145,0.0435,0.0994,0,1,1,0.9852,0.0134,0.9593,1.0118,1,1,1,0.994,0.0137,0.9674,1.0213,1,1,0.3,0.2977,0.0098,0.2785,0.317,1,1,0.3,0.2977,0.0098,0.2785,0.317,1,1
39,10,9.9276,0.0992,9.7334,10.1211,1,1,3,3.0114,0.0534,2.9089,3.1177,1,1,1,1.014,0.0169,0.9812,1.0476,1,1,8,8.0468,0.0784,7.8939,8.2015,1,1,2.5,2.5546,0.0469,2.4625,2.6475,1,1,0.8,0.8166,0.0156,0.7845,0.8466,1,1,0.3,0.295,0.0124,0.2705,0.3192,1,1,0.2,0.196,0.0126,0.1713,0.2207,1,1,-0.15,-0.1512,0.0117,-0.1742,-0.1287,1,1,-0.1,-0.0945,0.0125,-0.1186,-0.0702,1,1,2,2.072,0.0712,1.9383,2.2156,1,1,0.5,0.4962,0.0484,0.4013,0.5895,1,1,0.2,0.214,0.0131,0.1888,0.2402,1,1,1.5,1.4486,0.0567,1.3402,1.5625,1,1,0.4,0.4573,0.0366,0.386,0.5305,1,1,0.15,0.1469,0.0148,0.1167,0.1747,1,1,0.1,0.0904,0.0175,0.0559,0.1244,1,1,0.1,0.1078,0.0185,0.0708,0.1429,1,1,0.1,0.0756,0.0159,0.0477,0.1093,1,1,0.1,0.1122,0.0185,0.0727,0.1465,1,1,1,1.0061,0.0141,0.9789,1.0339,1,1,1,0.9977,0.0137,0.9711,1.025,1,1,0.3,0.3084,0.01,0.2888,0.3281,1,1,0.3,0.3084,0.01,0.2888,0.3281,1,1
40,10,9.8482,0.0925,9.6673,10.03,1,1,3,3.0042,0.0546,2.8977,3.113,1,1,1,1.0219,0.0167,0.9895,1.0543,1,1,8,8.0121,0.0844,7.8469,8.1784,1,1,2.5,2.4772,0.044,2.394,2.5672,1,1,0.8,0.7806,0.0153,0.7517,0.8119,1,1,0.3,0.2678,0.0126,0.2427,0.2923,0,1,0.2,0.2072,0.0124,0.1831,0.2311,1,1,-0.15,-0.1619,0.0123,-0.186,-0.1378,1,1,-0.1,-0.0723,0.012,-0.096,-0.0486,0,1,2,1.9167,0.0652,1.7935,2.0486,1,1,0.5,0.5394,0.0458,0.4483,0.6282,1,1,0.2,0.204,0.0128,0.1792,0.2294,1,1,1.5,1.5866,0.0584,1.4756,1.7041,1,1,0.4,0.4374,0.0348,0.3696,0.5066,1,1,0.15,0.1511,0.0124,0.1275,0.1757,1,1,0.1,0.1021,0.0183,0.0649,0.1364,1,1,0.1,0.0827,0.0166,0.0511,0.1159,1,1,0.1,0.1167,0.0167,0.0834,0.1486,1,1,0.1,0.1025,0.0184,0.0648,0.1368,1,1,1,1.0025,0.0138,0.9758,1.03,1,1,1,0.9883,0.0136,0.9619,1.0154,1,1,0.3,0.3044,0.01,0.285,0.324,1,1,0.3,0.3044,0.01,0.285,0.324,1,1
41,10,10.0756,0.0986,9.883,10.2709,1,1,3,2.9986,0.0517,2.8975,3.1006,1,1,1,0.9923,0.0163,0.9602,1.0241,1,1,8,8.0572,0.0805,7.8992,8.2148,1,1,2.5,2.4953,0.0446,2.4086,2.584,1,1,0.8,0.7907,0.0153,0.7604,0.8206,1,1,0.3,0.3002,0.0122,0.276,0.3238,1,1,0.2,0.2133,0.0121,0.1895,0.2368,1,1,-0.15,-0.1564,0.0122,-0.1808,-0.1329,1,1,-0.1,-0.0933,0.0119,-0.1165,-0.0699,1,1,2,2.037,0.0708,1.902,2.1801,1,1,0.5,0.4773,0.0478,0.3797,0.5701,1,1,0.2,0.2114,0.012,0.1884,0.2353,1,1,1.5,1.5044,0.0547,1.4007,1.6156,1,1,0.4,0.4402,0.0332,0.3772,0.5072,1,1,0.15,0.142,0.012,0.118,0.1652,1,1,0.1,0.0814,0.017,0.05,0.1156,1,1,0.1,0.0912,0.0172,0.0576,0.1243,1,1,0.1,0.1091,0.0183,0.0723,0.1443,1,1,0.1,0.1063,0.0172,0.0728,0.1397,1,1,1,0.9675,0.0135,0.9414,0.9942,0,1,1,0.9951,0.0138,0.9683,1.0224,1,1,0.3,0.2728,0.0098,0.2539,0.2921,0,1,0.3,0.2728,0.0098,0.2539,0.2921,0,1
42,10,9.9272,0.0978,9.736,10.1219,1,1,3,2.9981,0.0558,2.8899,3.1113,1,1,1,1.002,0.0155,0.9718,1.0328,1,1,8,7.9612,0.0819,7.8024,8.1226,1,1,2.5,2.4452,0.0439,2.361,2.534,1,1,0.8,0.799,0.016,0.7682,0.8309,1,1,0.3,0.3042,0.0126,0.2796,0.3291,1,1,0.2,0.1847,0.0122,0.1609,0.209,1,1,-0.15,-0.1356,0.0116,-0.1582,-0.1125,1,1,-0.1,-0.0839,0.0123,-0.1077,-0.0593,1,1,2,2.0425,0.0688,1.9133,2.1831,1,1,0.5,0.5601,0.043,0.4757,0.6446,1,1,0.2,0.1659,0.0124,0.1418,0.1905,0,1,1.5,1.4809,0.0575,1.3709,1.5967,1,1,0.4,0.4347,0.0351,0.3653,0.5027,1,1,0.15,0.1579,0.0141,0.1296,0.1849,1,1,0.1,0.1035,0.0169,0.0693,0.1356,1,1,0.1,0.0829,0.0174,0.0507,0.1172,1,1,0.1,0.0872,0.0178,0.0509,0.1208,1,1,0.1,0.112,0.0179,0.0771,0.1465,1,1,1,1.0128,0.014,0.9855,1.0404,1,1,1,1.0148,0.014,0.9876,1.0426,1,1,0.3,0.3056,0.0101,0.2859,0.3253,1,1,0.3,0.3056,0.0101,0.2859,0.3253,1,1
43,10,10.0954,0.0901,9.9176,10.273,1,1,3,3.07,0.052,2.9688,3.1732,1,1,1,1.0223,0.0162,0.9907,1.054,1,1,8,7.9633,0.0803,7.8068,8.1197,1,1,2.5,2.5795,0.0473,2.4879,2.6716,1,1,0.8,0.8347,0.0165,0.8026,0.8665,0,1,0.3,0.2901,0.0128,0.2655,0.3154,1,1,0.2,0.1997,0.0127,0.1745,0.2244,1,1,-0.15,-0.1437,0.0119,-0.1673,-0.1206,1,1,-0.1,-0.1002,0.0119,-0.1231,-0.0766,1,1,2,1.8557,0.0642,1.7356,1.9865,0,1,0.5,0.4555,0.0471,0.3664,0.5497,1,1,0.2,0.2086,0.012,0.1856,0.2324,1,1,1.5,1.4951,0.0564,1.3871,1.6089,1,1,0.4,0.4606,0.0389,0.3839,0.5369,1,1,0.15,0.1743,0.0139,0.1477,0.2027,1,1,0.1,0.1141,0.0168,0.0803,0.1462,1,1,0.1,0.1091,0.0177,0.073,0.1428,1,1,0.1,0.0783,0.0164,0.0495,0.1131,1,1,0.1,0.1004,0.0184,0.0634,0.1349,1,1,1,0.9985,0.0139,0.9715,1.0265,1,1,1,1.0126,0.0139,0.9858,1.0404,1,1,0.3,0.305,0.0101,0.2854,0.3249,1,1,0.3,0.305,0.0101,0.2854,0.3249,1,1
44,10,10.0876,0.0874,9.9169,10.2594,1,1,3,3.0521,0.054,2.9481,3.1571,1,1,1,0.9888,0.0173,0.9554,1.0227,1,1,8,8.0399,0.0806,7.8828,8.1994,1,1,2.5,2.5492,0.045,2.4621,2.6406,1,1,0.8,0.7872,0.0153,0.7577,0.8178,1,1,0.3,0.309,0.0128,0.2839,0.3342,1,1,0.2,0.207,0.0125,0.1827,0.2318,1,1,-0.15,-0.1601,0.012,-0.1831,-0.1365,1,1,-0.1,-0.0963,0.0121,-0.1203,-0.0727,1,1,2,1.7713,0.064,1.6493,1.8998,0,1,0.5,0.4682,0.0489,0.3716,0.5638,1,1,0.2,0.2265,0.0124,0.2029,0.2519,0,1,1.5,1.4801,0.0561,1.3739,1.5933,1,1,0.4,0.4261,0.0349,0.3578,0.4943,1,1,0.15,0.1499,0.012,0.1267,0.1738,1,1,0.1,0.1063,0.0173,0.0726,0.139,1,1,0.1,0.0903,0.017,0.0574,0.1234,1,1,0.1,0.0847,0.0166,0.0526,0.1171,1,1,0.1,0.0929,0.0181,0.0576,0.1285,1,1,1,1.014,0.014,0.9868,1.0418,1,1,1,1.0014,0.0137,0.975,1.0284,1,1,0.3,0.3087,0.01,0.2893,0.3286,1,1,0.3,0.3087,0.01,0.2893,0.3286,1,1
45,10,9.9441,0.0952,9.755,10.128,1,1,3,2.9265,0.0536,2.8233,3.0329,1,1,1,0.9961,0.0163,0.9644,1.0282,1,1,8,8.0518,0.0817,7.892,8.2111,1,1,2.5,2.5099,0.0456,2.4215,2.5992,1,1,0.8,0.794,0.0159,0.7634,0.8255,1,1,0.3,0.3132,0.0119,0.2897,0.3366,1,1,0.2,0.2035,0.0122,0.1797,0.2276,1,1,-0.15,-0.1515,0.0117,-0.1744,-0.1285,1,1,-0.1,-0.111,0.0122,-0.1348,-0.0868,1,1,2,1.9891,0.0674,1.861,2.1258,1,1,0.5,0.5564,0.0453,0.4658,0.6451,1,1,0.2,0.1868,0.0136,0.1612,0.2144,1,1,1.5,1.5096,0.0553,1.4052,1.6224,1,1,0.4,0.3926,0.032,0.3315,0.4566,1,1,0.15,0.1456,0.0114,0.1236,0.1681,1,1,0.1,0.072,0.0151,0.0452,0.1036,1,1,0.1,0.0878,0.0166,0.0566,0.1203,1,1,0.1,0.1009,0.0174,0.0662,0.1343,1,1,0.1,0.1206,0.0172,0.0859,0.1534,1,1,1,1.0113,0.0141,0.9841,1.0392,1,1,1,0.9985,0.0138,0.9717,1.0257,1,1,0.3,0.3003,0.01,0.2808,0.32,1,1,0.3,0.3003,0.01,0.2808,0.32,1,1
46,10,10.0865,0.0933,9.9045,10.2701,1,1,3,2.9973,0.0529,2.8934,3.1028,1,1,1,0.9763,0.0165,0.9441,1.0092,1,1,8,8.1654,0.0863,7.9974,8.3344,1,1,2.5,2.4288,0.0421,2.3489,2.5139,1,1,0.8,0.7711,0.0147,0.7425,0.7999,0,1,0.3,0.2856,0.0123,0.2615,0.3096,1,1,0.2,0.2128,0.0117,0.1899,0.2352,1,1,-0.15,-0.1464,0.0122,-0.1701,-0.1222,1,1,-0.1,-0.0991,0.0115,-0.1216,-0.0763,1,1,2,1.9136,0.067,1.787,2.0503,1,1,0.5,0.5643,0.0448,0.475,0.6503,1,1,0.2,0.2144,0.0126,0.1902,0.2395,1,1,1.5,1.5511,0.0585,1.4395,1.6686,1,1,0.4,0.4314,0.033,0.3664,0.4956,1,1,0.15,0.1388,0.0137,0.1125,0.1659,1,1,0.1,0.0856,0.0174,0.053,0.1198,1,1,0.1,0.0738,0.0157,0.0465,0.1074,1,1,0.1,0.1076,0.0183,0.0696,0.142,1,1,0.1,0.0794,0.016,0.051,0.1129,1,1,1,0.987,0.0136,0.9606,1.0141,1,1,1,1.0016,0.0138,0.9748,1.0289,1,1,0.3,0.2856,0.0099,0.2662,0.3053,1,1,0.3,0.2856,0.0099,0.2662,0.3053,1,1
47,10,9.9649,0.0925,9.7824,10.1462,1,1,3,3.0387,0.0544,2.9347,3.147,1,1,1,0.994,0.0161,0.9629,1.026,1,1,8,8.019,0.0822,7.8596,8.1814,1,1,2.5,2.4953,0.0436,2.411,2.583,1,1,0.8,0.7972,0.0147,0.7691,0.826,1,1,0.3,0.3095,0.0119,0.2864,0.3329,1,1,0.2,0.188,0.0132,0.1624,0.2141,1,1,-0.15,-0.1552,0.0118,-0.1786,-0.1322,1,1,-0.1,-0.112,0.0124,-0.1362,-0.0877,1,1,2,1.8716,0.0675,1.7432,2.0075,1,1,0.5,0.5388,0.0467,0.4441,0.6293,1,1,0.2,0.2008,0.0134,0.1749,0.2275,1,1,1.5,1.5705,0.0577,1.4616,1.6878,1,1,0.4,0.4291,0.0336,0.365,0.4962,1,1,0.15,0.1377,0.0131,0.1117,0.1637,1,1,0.1,0.0728,0.0151,0.0469,0.1046,1,1,0.1,0.1298,0.0164,0.0965,0.1609,1,1,0.1,0.0744,0.0158,0.0463,0.1067,1,1,0.1,0.1097,0.0189,0.0714,0.1458,1,1,1,1.0146,0.0141,0.9873,1.0426,1,1,1,0.9969,0.0137,0.9703,1.0241,1,1,0.3,0.2934,0.01,0.274,0.3132,1,1,0.3,0.2934,0.01,0.274,0.3132,1,1
48,10,9.9766,0.0943,9.7911,10.1617,1,1,3,2.927,0.0525,2.8259,3.0295,1,1,1,0.9805,0.0166,0.9482,1.013,1,1,8,8.0015,0.0786,7.8484,8.1547,1,1,2.5,2.5093,0.0472,2.4188,2.6043,1,1,0.8,0.8006,0.0156,0.7711,0.8319,1,1,0.3,0.3033,0.0123,0.2786,0.327,1,1,0.2,0.1931,0.0127,0.1682,0.2177,1,1,-0.15,-0.1581,0.0119,-0.1816,-0.135,1,1,-0.1,-0.1029,0.0122,-0.1267,-0.0791,1,1,2,1.9096,0.0678,1.7803,2.0481,1,1,0.5,0.5225,0.0458,0.4302,0.6101,1,1,0.2,0.2086,0.0127,0.1838,0.2338,1,1,1.5,1.4634,0.0541,1.3608,1.5715,1,1,0.4,0.4839,0.0351,0.4142,0.5522,0,1,0.15,0.1369,0.0134,0.1117,0.164,1,1,0.1,0.0728,0.0155,0.0461,0.1053,1,1,0.1,0.1152,0.0175,0.0791,0.1481,1,1,0.1,0.0898,0.0171,0.0567,0.1235,1,1,0.1,0.1085,0.0178,0.0722,0.1424,1,1,1,1.0036,0.0139,0.9769,1.0311,1,1,1,0.9998,0.0137,0.9731,1.0269,1,1,0.3,0.2921,0.01,0.2727,0.3118,1,1,0.3,0.2921,0.01,0.2727,0.3118,1,1
49,10,9.8887,0.1018,9.6891,10.089,1,1,3,3.0484,0.0538,2.9457,3.1547,1,1,1,1.0201,0.0166,0.9879,1.0532,1,1,8,8.0604,0.0834,7.8994,8.2253,1,1,2.5,2.4892,0.0447,2.405,2.5774,1,1,0.8,0.7998,0.016,0.769,0.8312,1,1,0.3,0.3119,0.0126,0.287,0.3366,1,1,0.2,0.1986,0.0119,0.1756,0.2222,1,1,-0.15,-0.1437,0.0119,-0.167,-0.1205,1,1,-0.1,-0.0958,0.012,-0.1193,-0.0726,1,1,2,2.1477,0.0729,2.0097,2.296,0,1,0.5,0.4453,0.0453,0.3606,0.5357,1,1,0.2,0.2029,0.0119,0.1801,0.2263,1,1,1.5,1.5192,0.0596,1.4041,1.6384,1,1,0.4,0.4151,0.0344,0.348,0.4829,1,1,0.15,0.1634,0.013,0.138,0.1888,1,1,0.1,0.103,0.0187,0.0652,0.1378,1,1,0.1,0.0858,0.0178,0.0525,0.1217,1,1,0.1,0.1102,0.0178,0.075,0.1442,1,1,0.1,0.0957,0.0179,0.0602,0.1304,1,1,1,1.0006,0.0138,0.974,1.0281,1,1,1,1.0042,0.0138,0.9776,1.0316,1,1,0.3,0.306,0.01,0.2866,0.326,1,1,0.3,0.306,0.01,0.2866,0.326,1,1
50,10,10.046,0.0932,9.8653,10.2287,1,1,3,2.9199,0.0512,2.8193,3.022,1,1,1,0.9667,0.0155,0.9359,0.997,0,1,8,7.9961,0.0855,7.827,8.1635,1,1,2.5,2.5277,0.0457,2.4413,2.62,1,1,0.8,0.7927,0.0161,0.762,0.8247,1,1,0.3,0.3271,0.0125,0.3024,0.3518,0,1,0.2,0.1911,0.0128,0.1656,0.2162,1,1,-0.15,-0.1675,0.012,-0.191,-0.144,1,1,-0.1,-0.1285,0.0121,-0.1521,-0.1048,0,1,2,1.9032,0.0658,1.7778,2.0376,1,1,0.5,0.5019,0.0446,0.415,0.5884,1,1,0.2,0.1837,0.0125,0.1589,0.2079,1,1,1.5,1.5335,0.0595,1.4192,1.6527,1,1,0.4,0.4239,0.034,0.358,0.4914,1,1,0.15,0.1527,0.0136,0.1242,0.1783,1,1,0.1,0.1027,0.0171,0.069,0.1359,1,1,0.1,0.1229,0.0168,0.0884,0.1546,1,1,0.1,0.1008,0.0174,0.068,0.1347,1,1,0.1,0.101,0.018,0.067,0.1361,1,1,1,1.0061,0.014,0.9789,1.0337,1,1,1,1.0009,0.0138,0.9744,1.0282,1,1,0.3,0.3098,0.01,0.2902,0.3295,1,1,0.3,0.3098,0.01,0.2902,0.3295,1,1
51,10,10.0862,0.0941,9.902,10.2707,1,1,3,2.9616,0.053,2.8579,3.0657,1,1,1,0.9821,0.0162,0.9505,1.0138,1,1,8,7.9611,0.0791,7.808,8.1165,1,1,2.5,2.5117,0.0444,2.4255,2.6006,1,1,0.8,0.8147,0.0161,0.7829,0.846,1,1,0.3,0.2876,0.013,0.2615,0.3128,1,1,0.2,0.1776,0.012,0.1538,0.201,1,1,-0.15,-0.1381,0.0123,-0.162,-0.1139,1,1,-0.1,-0.119,0.0121,-0.1427,-0.0955,1,1,2,1.9542,0.0672,1.8276,2.0912,1,1,0.5,0.5645,0.0427,0.4808,0.6491,1,1,0.2,0.2028,0.0122,0.179,0.2269,1,1,1.5,1.4311,0.056,1.3251,1.5447,1,1,0.4,0.4039,0.0354,0.335,0.474,1,1,0.15,0.1721,0.0123,0.1484,0.1966,1,1,0.1,0.1098,0.0178,0.074,0.1439,1,1,0.1,0.0837,0.017,0.0527,0.1181,1,1,0.1,0.1208,0.0171,0.0857,0.1529,1,1,0.1,0.1013,0.0184,0.0654,0.1372,1,1,1,0.9746,0.0136,0.9485,1.0019,1,1,1,0.9667,0.0133,0.941,0.9931,0,1,0.3,0.2825,0.0096,0.2638,0.3016,1,1,0.3,0.2825,0.0096,0.2638,0.3016,1,1
