"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Mean[9]","Est_Level2Mean[9]","se_Level2Mean[9]","LL_Level2Mean[9]","UL_Level2Mean[9]","cFlag_Level2Mean[9]","pFlag_Level2Mean[9]","Tru_Level2Mean[10]","Est_Level2Mean[10]","se_Level2Mean[10]","LL_Level2Mean[10]","UL_Level2Mean[10]","cFlag_Level2Mean[10]","pFlag_Level2Mean[10]","Tru_Level2Mean[11]","Est_Level2Mean[11]","se_Level2Mean[11]","LL_Level2Mean[11]","UL_Level2Mean[11]","cFlag_Level2Mean[11]","pFlag_Level2Mean[11]","Tru_Level2Mean[12]","Est_Level2Mean[12]","se_Level2Mean[12]","LL_Level2Mean[12]","UL_Level2Mean[12]","cFlag_Level2Mean[12]","pFlag_Level2Mean[12]","Tru_Level2Mean[13]","Est_Level2Mean[13]","se_Level2Mean[13]","LL_Level2Mean[13]","UL_Level2Mean[13]","cFlag_Level2Mean[13]","pFlag_Level2Mean[13]","Tru_Level2Mean[14]","Est_Level2Mean[14]","se_Level2Mean[14]","LL_Level2Mean[14]","UL_Level2Mean[14]","cFlag_Level2Mean[14]","pFlag_Level2Mean[14]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_Level2Sigma[9]","Est_Level2Sigma[9]","se_Level2Sigma[9]","LL_Level2Sigma[9]","UL_Level2Sigma[9]","cFlag_Level2Sigma[9]","pFlag_Level2Sigma[9]","Tru_Level2Sigma[10]","Est_Level2Sigma[10]","se_Level2Sigma[10]","LL_Level2Sigma[10]","UL_Level2Sigma[10]","cFlag_Level2Sigma[10]","pFlag_Level2Sigma[10]","Tru_Level2Sigma[11]","Est_Level2Sigma[11]","se_Level2Sigma[11]","LL_Level2Sigma[11]","UL_Level2Sigma[11]","cFlag_Level2Sigma[11]","pFlag_Level2Sigma[11]","Tru_Level2Sigma[12]","Est_Level2Sigma[12]","se_Level2Sigma[12]","LL_Level2Sigma[12]","UL_Level2Sigma[12]","cFlag_Level2Sigma[12]","pFlag_Level2Sigma[12]","Tru_Level2Sigma[13]","Est_Level2Sigma[13]","se_Level2Sigma[13]","LL_Level2Sigma[13]","UL_Level2Sigma[13]","cFlag_Level2Sigma[13]","pFlag_Level2Sigma[13]","Tru_Level2Sigma[14]","Est_Level2Sigma[14]","se_Level2Sigma[14]","LL_Level2Sigma[14]","UL_Level2Sigma[14]","cFlag_Level2Sigma[14]","pFlag_Level2Sigma[14]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
89,NA,3.363,0.115,3.137,3.5885,NA,1,NA,2.6368,0.0959,2.4473,2.8259,NA,1,NA,6.5153,0.1768,6.1665,6.8643,NA,1,NA,4.8277,0.1273,4.579,5.0756,NA,1,NA,8.2928,0.1938,7.9126,8.6718,NA,1,NA,6.4571,0.1518,6.1583,6.7535,NA,1,NA,9.2583,0.1978,8.8714,9.6455,NA,1,NA,7.1326,0.1442,6.8469,7.4165,NA,1,NA,9.6357,0.1994,9.243,10.0279,NA,1,NA,7.6634,0.1483,7.3685,7.9555,NA,1,0.3,0.276,0.0398,0.1977,0.356,1,1,0.2,0.2811,0.0417,0.1993,0.3621,1,1,-0.15,-0.1529,0.033,-0.2165,-0.0883,1,1,-0.1,-0.147,0.0339,-0.213,-0.0806,1,1,NA,0.9891,0.0941,0.8155,1.1862,NA,1,NA,0.7584,0.0864,0.5973,0.9354,NA,1,NA,1.6738,0.1334,1.4347,1.9528,NA,1,NA,1.1308,0.1056,0.9381,1.352,NA,1,NA,1.8559,0.1453,1.5928,2.1625,NA,1,NA,1.3948,0.1186,1.1797,1.6465,NA,1,NA,1.9017,0.1471,1.6356,2.214,NA,1,NA,1.3109,0.1141,1.1035,1.5498,NA,1,NA,1.9051,0.1474,1.6387,2.2142,NA,1,NA,1.355,0.1164,1.1427,1.6001,NA,1,0.1,0.0834,0.0254,0.0453,0.1438,1,1,0.1,0.1987,0.0399,0.1171,0.2751,0,1,0.1,0.0816,0.0238,0.0455,0.1369,1,1,0.1,0.1122,0.0339,0.0555,0.1841,1,1,1,1.0127,0.037,0.9431,1.0874,1,1,1,1.0014,0.036,0.9333,1.0743,1,1,0.3,0.3155,0.0264,0.2649,0.3685,1,1,0.3,0.3155,0.0264,0.2649,0.3685,1,1
90,NA,3.4688,0.1328,3.2093,3.7298,NA,1,NA,2.6721,0.0983,2.4804,2.866,NA,1,NA,6.6389,0.1796,6.2875,6.9906,NA,1,NA,4.8335,0.1321,4.5754,5.0935,NA,1,NA,8.5759,0.2109,8.158,8.9889,NA,1,NA,6.3321,0.1495,6.0375,6.6244,NA,1,NA,9.3599,0.2082,8.9505,9.7722,NA,1,NA,7.2466,0.1647,6.9232,7.5738,NA,1,NA,9.8325,0.2121,9.4164,10.2474,NA,1,NA,7.7109,0.1572,7.4004,8.0179,NA,1,0.3,0.2481,0.0412,0.1681,0.3304,1,1,0.2,0.1968,0.0372,0.1252,0.2702,1,1,-0.15,-0.1313,0.0362,-0.2014,-0.0603,1,1,-0.1,-0.0996,0.0322,-0.1629,-0.036,1,1,NA,1.2023,0.104,1.0141,1.4199,NA,1,NA,0.8196,0.0837,0.6644,0.9929,NA,1,NA,1.7173,0.1346,1.4741,1.9996,NA,1,NA,1.2045,0.1031,1.0171,1.4219,NA,1,NA,2.0429,0.1565,1.7619,2.3733,NA,1,NA,1.3948,0.1142,1.1864,1.6346,NA,1,NA,1.9975,0.1525,1.7213,2.3203,NA,1,NA,1.5452,0.1238,1.3223,1.8069,NA,1,NA,2.032,0.1558,1.7522,2.3636,NA,1,NA,1.4664,0.1184,1.2504,1.7155,NA,1,0.1,0.0965,0.0325,0.0483,0.1728,1,1,0.1,0.0919,0.0289,0.0483,0.1585,1,1,0.1,0.1392,0.0419,0.0653,0.2252,1,1,0.1,0.0957,0.0286,0.0503,0.1603,1,1,1,0.9723,0.0355,0.9051,1.0446,1,1,1,1.0326,0.0372,0.9625,1.1085,1,1,0.3,0.3368,0.0263,0.2865,0.3896,1,1,0.3,0.3368,0.0263,0.2865,0.3896,1,1
91,NA,3.4159,0.1322,3.1549,3.674,NA,1,NA,2.6981,0.106,2.4911,2.9068,NA,1,NA,6.3926,0.1881,6.0202,6.7623,NA,1,NA,4.8266,0.1407,4.5514,5.103,NA,1,NA,8.1253,0.2045,7.7274,8.5253,NA,1,NA,6.3895,0.1512,6.0942,6.6854,NA,1,NA,9.0037,0.2142,8.5856,9.4263,NA,1,NA,7.1845,0.162,6.8668,7.5062,NA,1,NA,9.402,0.2051,8.9986,9.8051,NA,1,NA,7.6415,0.1583,7.3302,7.9534,NA,1,0.3,0.3574,0.0402,0.2798,0.4362,1,1,0.2,0.1594,0.0351,0.0918,0.2302,1,1,-0.15,-0.1588,0.0332,-0.2236,-0.0937,1,1,-0.1,-0.1428,0.0323,-0.2061,-0.0801,1,1,NA,1.1676,0.1089,0.9681,1.3948,NA,1,NA,0.9176,0.0861,0.7588,1.0977,NA,1,NA,1.7723,0.1421,1.516,2.0733,NA,1,NA,1.3042,0.1076,1.1102,1.5319,NA,1,NA,1.9472,0.1533,1.6699,2.2701,NA,1,NA,1.4187,0.115,1.2111,1.6626,NA,1,NA,2.0289,0.1583,1.7446,2.3647,NA,1,NA,1.5377,0.1216,1.3177,1.7952,NA,1,NA,1.955,0.1544,1.6772,2.2821,NA,1,NA,1.4872,0.1185,1.2716,1.7367,NA,1,0.1,0.0996,0.0334,0.049,0.176,1,1,0.1,0.0904,0.0288,0.0478,0.1576,1,1,0.1,0.1076,0.0327,0.0548,0.1792,1,1,0.1,0.0926,0.0289,0.048,0.1587,1,1,1,1.041,0.0386,0.9686,1.1199,1,1,1,0.9972,0.0351,0.9314,1.0683,1,1,0.3,0.27,0.0265,0.2189,0.3231,1,1,0.3,0.27,0.0265,0.2189,0.3231,1,1
92,NA,3.1681,0.1329,2.9062,3.4277,NA,1,NA,2.7048,0.0885,2.531,2.8794,NA,1,NA,6.2442,0.187,5.8754,6.614,NA,1,NA,4.8025,0.1326,4.5421,5.0624,NA,1,NA,8.0263,0.2036,7.6272,8.4263,NA,1,NA,6.2551,0.1437,5.9721,6.5352,NA,1,NA,9.0512,0.21,8.6367,9.4655,NA,1,NA,7.0225,0.1521,6.7201,7.3195,NA,1,NA,9.4915,0.2092,9.0802,9.9041,NA,1,NA,7.3739,0.152,7.0761,7.673,NA,1,0.3,0.2842,0.0427,0.2039,0.3708,1,1,0.2,0.2176,0.0378,0.1447,0.2935,1,1,-0.15,-0.1438,0.033,-0.2083,-0.0789,1,1,-0.1,-0.1005,0.0333,-0.1662,-0.0364,1,1,NA,1.1884,0.1072,0.9927,1.4159,NA,1,NA,0.6895,0.0777,0.5452,0.8493,NA,1,NA,1.7764,0.1417,1.5176,2.0755,NA,1,NA,1.2078,0.1043,1.018,1.427,NA,1,NA,1.9506,0.152,1.6751,2.2699,NA,1,NA,1.3205,0.111,1.1199,1.5566,NA,1,NA,2.0294,0.1564,1.7489,2.3599,NA,1,NA,1.4204,0.1162,1.2109,1.6666,NA,1,NA,2.0039,0.1557,1.7221,2.3314,NA,1,NA,1.4147,0.1167,1.2023,1.6588,NA,1,0.1,0.1302,0.0458,0.0563,0.227,1,1,0.1,0.1231,0.0389,0.0579,0.2039,1,1,0.1,0.1055,0.0334,0.0516,0.1789,1,1,0.1,0.0905,0.0275,0.0485,0.1535,1,1,1,1.0271,0.0379,0.9565,1.105,1,1,1,1.0239,0.0367,0.9549,1.0988,1,1,0.3,0.2965,0.0268,0.2449,0.3499,1,1,0.3,0.2965,0.0268,0.2449,0.3499,1,1
93,NA,3.3783,0.1414,3.0986,3.654,NA,1,NA,2.5895,0.1002,2.3915,2.7854,NA,1,NA,6.5953,0.2041,6.1955,6.9978,NA,1,NA,4.8041,0.132,4.5442,5.0645,NA,1,NA,8.5057,0.2189,8.075,8.9332,NA,1,NA,6.0862,0.1484,5.7928,6.3802,NA,1,NA,9.4601,0.2145,9.034,9.8791,NA,1,NA,6.9947,0.1467,6.7075,7.2827,NA,1,NA,9.8285,0.2089,9.4125,10.2363,NA,1,NA,7.4159,0.1584,7.1075,7.7261,NA,1,0.3,0.3097,0.0405,0.2321,0.3907,1,1,0.2,0.1933,0.0386,0.1193,0.2704,1,1,-0.15,-0.1527,0.0337,-0.2193,-0.0868,1,1,-0.1,-0.0876,0.0325,-0.1521,-0.0242,1,1,NA,1.2714,0.1116,1.0677,1.5051,NA,1,NA,0.8523,0.0838,0.6983,1.0257,NA,1,NA,1.932,0.1519,1.6564,2.2535,NA,1,NA,1.2079,0.1023,1.0231,1.4233,NA,1,NA,2.0965,0.1617,1.8065,2.4398,NA,1,NA,1.3869,0.1119,1.1853,1.6219,NA,1,NA,2.0553,0.1593,1.7688,2.3933,NA,1,NA,1.372,0.1123,1.1693,1.6073,NA,1,NA,1.9903,0.1535,1.7139,2.3166,NA,1,NA,1.4933,0.1192,1.278,1.7456,NA,1,0.1,0.1004,0.0333,0.05,0.1773,1,1,0.1,0.1354,0.0429,0.0621,0.2249,1,1,0.1,0.1136,0.0358,0.0534,0.1906,1,1,0.1,0.0797,0.0229,0.045,0.1326,1,1,1,1.0372,0.0376,0.9659,1.1141,1,1,1,0.9547,0.0344,0.8896,1.0243,1,1,0.3,0.2993,0.0264,0.2485,0.352,1,1,0.3,0.2993,0.0264,0.2485,0.352,1,1
94,NA,3.4603,0.1292,3.206,3.7135,NA,1,NA,2.7203,0.0936,2.5352,2.9031,NA,1,NA,6.8544,0.1833,6.4927,7.214,NA,1,NA,4.9065,0.1176,4.676,5.1385,NA,1,NA,8.7177,0.2072,8.3107,9.1208,NA,1,NA,6.3762,0.1467,6.0902,6.6648,NA,1,NA,9.2996,0.2089,8.8911,9.7085,NA,1,NA,7.0997,0.1417,6.8239,7.3798,NA,1,NA,9.7833,0.2026,9.3855,10.179,NA,1,NA,7.5725,0.1438,7.2895,7.8549,NA,1,0.3,0.2994,0.0414,0.2215,0.3842,1,1,0.2,0.1844,0.0376,0.1118,0.2595,1,1,-0.15,-0.1735,0.0338,-0.239,-0.1074,1,1,-0.1,-0.1305,0.0317,-0.1926,-0.0694,1,1,NA,1.1476,0.1048,0.9537,1.3636,NA,1,NA,0.7601,0.0828,0.6047,0.9294,NA,1,NA,1.7342,0.1392,1.482,2.0265,NA,1,NA,1.0419,0.0944,0.8706,1.2399,NA,1,NA,1.9903,0.1546,1.7095,2.3158,NA,1,NA,1.3555,0.1123,1.1509,1.5906,NA,1,NA,2.0006,0.1554,1.719,2.3301,NA,1,NA,1.3058,0.1088,1.1113,1.5355,NA,1,NA,1.9342,0.1519,1.6613,2.2552,NA,1,NA,1.336,0.1114,1.1355,1.5701,NA,1,0.1,0.1148,0.0403,0.0532,0.2033,1,1,0.1,0.1276,0.0415,0.0597,0.2153,1,1,0.1,0.116,0.0376,0.0546,0.1959,1,1,0.1,0.0872,0.0256,0.0481,0.1466,1,1,1,1.0094,0.0372,0.9403,1.0855,1,1,1,1.0014,0.036,0.9334,1.0745,1,1,0.3,0.2943,0.0263,0.244,0.3471,1,1,0.3,0.2943,0.0263,0.244,0.3471,1,1
95,NA,3.1356,0.1532,2.834,3.4372,NA,1,NA,2.5846,0.1008,2.3861,2.7823,NA,1,NA,6.3138,0.1986,5.9191,6.6999,NA,1,NA,4.9471,0.1214,4.7064,5.1843,NA,1,NA,7.9796,0.2155,7.5569,8.3979,NA,1,NA,6.4409,0.1316,6.1837,6.6993,NA,1,NA,8.8803,0.2164,8.4567,9.3027,NA,1,NA,7.2374,0.1364,6.9699,7.5056,NA,1,NA,9.2932,0.2082,8.8861,9.702,NA,1,NA,7.733,0.1432,7.4516,8.0153,NA,1,0.3,0.2346,0.0372,0.1618,0.3091,1,1,0.2,0.2246,0.0347,0.1565,0.2934,1,1,-0.15,-0.1849,0.0336,-0.2523,-0.1199,1,1,-0.1,-0.0789,0.0304,-0.1386,-0.0199,1,1,NA,1.4224,0.1158,1.212,1.6656,NA,1,NA,0.8324,0.0868,0.6711,1.0115,NA,1,NA,1.9164,0.1467,1.6518,2.2255,NA,1,NA,1.0779,0.0974,0.8995,1.2806,NA,1,NA,2.0896,0.1585,1.8032,2.4249,NA,1,NA,1.1939,0.1028,1.008,1.4111,NA,1,NA,2.0879,0.158,1.8045,2.422,NA,1,NA,1.2408,0.1062,1.0488,1.4648,NA,1,NA,2.0027,0.1539,1.727,2.3298,NA,1,NA,1.3072,0.1097,1.1069,1.5397,NA,1,0.1,0.092,0.0301,0.0479,0.1623,1,1,0.1,0.0956,0.0303,0.0495,0.1636,1,1,0.1,0.1036,0.0332,0.0525,0.1788,1,1,0.1,0.0877,0.0261,0.0475,0.1481,1,1,1,0.9396,0.0334,0.8766,1.0075,1,1,1,1.0464,0.0369,0.977,1.1206,1,1,0.3,0.2693,0.0255,0.2204,0.3208,1,1,0.3,0.2693,0.0255,0.2204,0.3208,1,1
96,NA,3.4391,0.128,3.1893,3.6906,NA,1,NA,2.745,0.1128,2.5243,2.9684,NA,1,NA,6.5779,0.1755,6.2345,6.9236,NA,1,NA,4.8578,0.1434,4.5788,5.1397,NA,1,NA,8.2939,0.1952,7.9088,8.6756,NA,1,NA,6.3067,0.1626,5.9891,6.6275,NA,1,NA,9.1936,0.2023,8.7985,9.5917,NA,1,NA,7.1294,0.1748,6.7847,7.4702,NA,1,NA,9.604,0.2007,9.2068,9.9975,NA,1,NA,7.4712,0.1812,7.1171,7.8249,NA,1,0.3,0.326,0.0429,0.2422,0.4099,1,1,0.2,0.2229,0.0387,0.1472,0.2988,1,1,-0.15,-0.1062,0.0346,-0.1736,-0.0387,1,1,-0.1,-0.0569,0.0329,-0.1205,0.0079,1,0,NA,1.1174,0.1076,0.92,1.343,NA,1,NA,0.9791,0.0926,0.8105,1.1726,NA,1,NA,1.6346,0.1364,1.3876,1.9221,NA,1,NA,1.3179,0.1109,1.1169,1.5519,NA,1,NA,1.8531,0.1498,1.5813,2.1707,NA,1,NA,1.5292,0.1231,1.3056,1.7912,NA,1,NA,1.927,0.1536,1.6487,2.2497,NA,1,NA,1.6472,0.1308,1.4115,1.9202,NA,1,NA,1.9046,0.1506,1.6328,2.2221,NA,1,NA,1.7126,0.1353,1.4688,2.0011,NA,1,0.1,0.2125,0.0412,0.1247,0.2899,0,1,0.1,0.0927,0.0294,0.0482,0.1603,1,1,0.1,0.1033,0.0332,0.0515,0.1785,1,1,0.1,0.1138,0.0355,0.0557,0.1902,1,1,1,0.9724,0.0352,0.9058,1.0438,1,1,1,1.0476,0.0376,0.9765,1.1237,1,1,0.3,0.3106,0.0267,0.2591,0.3636,1,1,0.3,0.3106,0.0267,0.2591,0.3636,1,1
97,NA,3.2325,0.1247,2.9875,3.4778,NA,1,NA,2.7813,0.0971,2.5899,2.9719,NA,1,NA,6.2889,0.1802,5.934,6.6465,NA,1,NA,4.8113,0.1407,4.5358,5.0884,NA,1,NA,8.0727,0.1788,7.7236,8.4255,NA,1,NA,6.3067,0.158,6.0009,6.6184,NA,1,NA,8.9326,0.1939,8.5536,9.3128,NA,1,NA,7.0604,0.1676,6.7344,7.3885,NA,1,NA,9.3316,0.1912,8.9565,9.7082,NA,1,NA,7.4324,0.1626,7.1124,7.7511,NA,1,0.3,0.3577,0.0435,0.2728,0.4431,1,1,0.2,0.214,0.0375,0.1407,0.2893,1,1,-0.15,-0.1641,0.0321,-0.2279,-0.1014,1,1,-0.1,-0.1258,0.0335,-0.1913,-0.0599,1,1,NA,1.0583,0.1052,0.8665,1.2812,NA,1,NA,0.8196,0.084,0.6657,0.9921,NA,1,NA,1.6723,0.1369,1.4246,1.9601,NA,1,NA,1.308,0.1101,1.1072,1.5398,NA,1,NA,1.6503,0.1359,1.4037,1.9373,NA,1,NA,1.4869,0.1194,1.2713,1.7405,NA,1,NA,1.8283,0.1473,1.5612,2.1389,NA,1,NA,1.5837,0.1252,1.3548,1.852,NA,1,NA,1.7968,0.1464,1.5344,2.1045,NA,1,NA,1.5226,0.122,1.3028,1.7823,NA,1,0.1,0.2045,0.0452,0.1059,0.2869,0,1,0.1,0.0942,0.0311,0.048,0.1655,1,1,0.1,0.0792,0.0229,0.0445,0.1322,1,1,0.1,0.1072,0.0334,0.0525,0.1791,1,1,1,1.0133,0.0373,0.9425,1.0897,1,1,1,0.9541,0.0342,0.8895,1.0231,1,1,0.3,0.2529,0.0257,0.2033,0.3037,1,1,0.3,0.2529,0.0257,0.2033,0.3037,1,1
98,NA,3.3593,0.1302,3.1025,3.6153,NA,1,NA,2.674,0.0925,2.4927,2.8552,NA,1,NA,6.4687,0.1698,6.1377,6.8031,NA,1,NA,4.7248,0.1352,4.4591,4.9891,NA,1,NA,8.3436,0.19,7.968,8.7144,NA,1,NA,6.1955,0.1531,5.894,6.4957,NA,1,NA,9.3442,0.1849,8.9801,9.7045,NA,1,NA,7.1304,0.1677,6.7991,7.4569,NA,1,NA,9.5252,0.1884,9.1565,9.8926,NA,1,NA,7.4441,0.1898,7.0697,7.8133,NA,1,0.3,0.3193,0.0414,0.24,0.4027,1,1,0.2,0.2323,0.0373,0.161,0.3076,1,1,-0.15,-0.1993,0.0326,-0.2643,-0.1356,1,1,-0.1,-0.1378,0.0329,-0.2022,-0.0736,1,1,NA,1.1446,0.1061,0.9503,1.3676,NA,1,NA,0.7317,0.0824,0.5775,0.9002,NA,1,NA,1.5821,0.1299,1.3469,1.8534,NA,1,NA,1.2219,0.1059,1.0297,1.4469,NA,1,NA,1.789,0.142,1.5348,2.0906,NA,1,NA,1.4123,0.116,1.2008,1.6545,NA,1,NA,1.7472,0.1409,1.4923,2.0425,NA,1,NA,1.5838,0.1279,1.3523,1.8538,NA,1,NA,1.7847,0.1425,1.5291,2.085,NA,1,NA,1.8007,0.1409,1.5459,2.0979,NA,1,0.1,0.1104,0.0352,0.0524,0.1858,1,1,0.1,0.1198,0.0381,0.057,0.2022,1,1,0.1,0.0954,0.0307,0.0489,0.1656,1,1,0.1,0.1011,0.0308,0.0524,0.1701,1,1,1,1.0254,0.0383,0.9532,1.1033,1,1,1,1.038,0.0371,0.968,1.1129,1,1,0.3,0.2922,0.0267,0.2411,0.346,1,1,0.3,0.2922,0.0267,0.2411,0.346,1,1
99,NA,3.1587,0.1307,2.9012,3.4137,NA,1,NA,2.6141,0.0871,2.4436,2.7848,NA,1,NA,6.384,0.1867,6.0148,6.7489,NA,1,NA,4.7843,0.1213,4.5447,5.0218,NA,1,NA,8.1144,0.2095,7.7033,8.527,NA,1,NA,6.142,0.1395,5.8669,6.4165,NA,1,NA,9.0498,0.1959,8.6647,9.4352,NA,1,NA,6.9486,0.152,6.6483,7.2465,NA,1,NA,9.4449,0.197,9.0586,9.8335,NA,1,NA,7.4539,0.1603,7.1424,7.7685,NA,1,0.3,0.3174,0.0397,0.2408,0.3969,1,1,0.2,0.1831,0.0357,0.1146,0.2543,1,1,-0.15,-0.1414,0.0337,-0.2096,-0.0764,1,1,-0.1,-0.0976,0.0323,-0.1608,-0.0353,1,1,NA,1.161,0.1049,0.9688,1.3789,NA,1,NA,0.6844,0.0762,0.5426,0.8402,NA,1,NA,1.7675,0.1401,1.5175,2.0634,NA,1,NA,1.0948,0.0966,0.9178,1.297,NA,1,NA,2.021,0.1553,1.7417,2.3485,NA,1,NA,1.2979,0.108,1.1019,1.5258,NA,1,NA,1.8635,0.1456,1.6021,2.1692,NA,1,NA,1.4187,0.115,1.2108,1.6611,NA,1,NA,1.8661,0.1466,1.6024,2.1763,NA,1,NA,1.5149,0.1214,1.295,1.7723,NA,1,0.1,0.0896,0.029,0.047,0.1587,1,1,0.1,0.1073,0.0344,0.0532,0.1837,1,1,0.1,0.0905,0.0281,0.0479,0.1553,1,1,0.1,0.1117,0.0339,0.0561,0.1853,1,1,1,0.9573,0.0357,0.8907,1.0293,1,1,1,1.0003,0.0353,0.9339,1.0717,1,1,0.3,0.2774,0.0254,0.2283,0.3276,1,1,0.3,0.2774,0.0254,0.2283,0.3276,1,1
100,NA,3.4675,0.1202,3.2313,3.7033,NA,1,NA,2.5742,0.1027,2.3726,2.7753,NA,1,NA,6.6654,0.1815,6.3092,7.017,NA,1,NA,4.8031,0.1269,4.5523,5.05,NA,1,NA,8.5963,0.177,8.2463,8.9443,NA,1,NA,6.2559,0.1412,5.9787,6.5322,NA,1,NA,9.6593,0.1948,9.2777,10.0402,NA,1,NA,7.0846,0.1487,6.7934,7.3747,NA,1,NA,9.8791,0.2003,9.485,10.2732,NA,1,NA,7.5603,0.1426,7.2793,7.8406,NA,1,0.3,0.2811,0.0403,0.2032,0.3624,1,1,0.2,0.1021,0.0364,0.0333,0.1749,0,1,-0.15,-0.1343,0.0317,-0.1967,-0.0716,1,1,-0.1,-0.0861,0.0329,-0.1507,-0.0215,1,1,NA,1.051,0.0997,0.8678,1.2602,NA,1,NA,0.9012,0.083,0.748,1.0734,NA,1,NA,1.7148,0.1351,1.4705,1.9984,NA,1,NA,1.1756,0.0975,0.9986,1.3823,NA,1,NA,1.67,0.1335,1.4292,1.9532,NA,1,NA,1.3219,0.1065,1.1298,1.5449,NA,1,NA,1.8608,0.1448,1.5997,2.1648,NA,1,NA,1.4116,0.1121,1.2092,1.6495,NA,1,NA,1.9198,0.1494,1.6501,2.2347,NA,1,NA,1.3414,0.1082,1.1468,1.5705,NA,1,0.1,0.1006,0.033,0.0495,0.1745,1,1,0.1,0.1139,0.036,0.0543,0.1923,1,1,0.1,0.0932,0.0288,0.0485,0.1589,1,1,0.1,0.0943,0.0293,0.049,0.1617,1,1,1,1.0017,0.0364,0.9329,1.0753,1,1,1,0.9306,0.0324,0.8697,0.9962,0,1,0.3,0.319,0.0251,0.2707,0.3694,1,1,0.3,0.319,0.0251,0.2707,0.3694,1,1
